experiment_id,batch_index,model_family,model,representation,scale,scale_min,scale_max,molecule_id,name,status,status_reason,smiles,iupac,score,comment
qwen_smiles_0_1,141,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0141,LISINOPRIL,good,good,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,(2S)-1-[(2S)-6-amino-2-[[(1S)-1-carboxy-3-phenylpropyl]amino]hexanoyl]pyrrolidine-2-carboxylic acid,0.95,"LISINOPRIL is a well-established ACE inhibitor with no major developability concerns, though its multiple carboxylic acid groups may impact solubility profiles."
qwen_smiles_0_1,142,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0142,MALATHION,bad,bad extreme,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,0.1,Severe toxicity liability due to organophosphate warhead and potential hydrolytic instability; reactive phosphorus-sulfur bonds pose safety risks.
qwen_smiles_0_1,143,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0143,ZANAMIVIR,good,good,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,"(2R,3R,4S)-3-acetamido-4-(diaminomethylideneamino)-2-[(1R,2R)-1,2,3-trihydroxypropyl]-3,4-dihydro-2H-pyran-6-carboxylic acid",0.6,"Hydrazine group (NC(=N)N) raises toxicity concerns, but overall structure shows reasonable solubility and functional group diversity."
qwen_smiles_0_1,144,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0144,DEFEROXAMINE,ambiguous,side effects,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,N-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentyl]-N'-(5-aminopentyl)-N'-hydroxybutanediamide,0.6,"Deferoxamine contains multiple hydroxylamine groups (N(O)) which may exhibit reactivity and instability, along with a large molecular weight that could hinder oral bioavailability, though its clinical use suggests acceptable safety and efficacy profiles."
qwen_smiles_0_1,145,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0145,TACROLIMUS ANHYDROUS,good,good,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone",0.5,"High synthetic complexity and multiple ester groups raise stability and solubility concerns, though the known drug scaffold suggests some developability potential."
qwen_smiles_0_1,146,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0146,MONTELUKAST,good,good,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,2-[1-[[(1R)-1-[3-[(E)-2-(7-chloroquinolin-2-yl)ethenyl]phenyl]-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl]sulfanylmethyl]cyclopropyl]acetic acid,0.95,"Monterlukast shows excellent drug-likeness with no major reactive groups or toxicophores, though the chlorine substituent on the aromatic ring may raise minor safety concerns."
qwen_smiles_0_1,147,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0147,OMEPRAZOLE,good,good,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,"6-methoxy-2-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",0.5,"Contains a sulfonamide/thiol group (structural alert for toxicity) and a protonatable imidazole ring, which may raise safety concerns despite its established clinical use."
qwen_smiles_0_1,148,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0148,ANILINE,bad,bad extreme,Nc1ccccc1,aniline,0.2,"Aniline contains a reactive aromatic amine group and is a known toxicophore with potential for hepatotoxicity and methemoglobinemia, severely limiting developability."
qwen_smiles_0_1,149,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0149,PREDNISONE,good,good,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",0.9,Prednisone shows no major developability red flags despite being a steroid with known side effects; its structural complexity and physicochemical properties are acceptable for oral use.
qwen_smiles_0_1,150,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0150,LOSARTAN,good,good,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol,0.95,"LOSARTAN is a known drug with no major developability concerns, though the nitrile group may raise minor toxicity concerns."
qwen_smiles_0_1,151,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0151,VITAMIN C,good,good,OC[C@H](O)[C@H](O)C(=O)O,"(2S,3S)-2,3,4-trihydroxybutanoic acid",0.95,"Vitamin C shows excellent drug-likeness with no major liabilities, though its enediol group may require formulation considerations for stability."
qwen_smiles_0_1,152,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0152,ARIPIPRAZOLE,ambiguous,side effects,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,"7-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy]-3,4-dihydro-1H-quinolin-2-one",0.95,Aripiprazole shows no major developability concerns with a well-tolerated structure and no obvious toxicophores or instability risks.
qwen_smiles_0_1,153,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0153,TROGLITAZONE,bad,bad medchem,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,"5-[[4-[(6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromen-2-yl)methoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",0.6,"Contains thiocarbonyl (SC=O) and oxime (NC3=O) groups which may introduce reactivity, instability, or toxicity liabilities despite reasonable scaffold complexity and functional group diversity."
qwen_smiles_0_1,154,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0154,NORTRIPTYLINE,ambiguous,side effects,CNCCC=C1c2ccccc2CCc2ccccc21,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",0.7,"Tertiary amine and high lipophilicity may pose metabolic and solubility challenges, though the tricyclic core is a known pharmacophore with established medicinal use."
qwen_smiles_0_1,155,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0155,IBUPROFEN,good,good,CC(C)Cc1ccc(C(C)C(=O)O)cc1,2-[4-(2-methylpropyl)phenyl]propanoic acid,0.95,"Ibuprofen shows no major developability concerns with a favorable physicochemical profile and no reactive/toxic groups, though its carboxylic acid may require formulation optimization."
qwen_smiles_0_1,156,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0156,PHENCYCLIDINE,ambiguous,addiction,C1CCC(CC1)(c1ccccc1)N1CCCCC1,1-(1-phenylcyclohexyl)piperidine,0.2,"Severe safety concerns due to known abuse potential, hallucinogenic properties, and toxicophoric piperidine structure with high lipophilicity and poor metabolic stability."
qwen_smiles_0_1,157,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0157,THIORIDAZINE,ambiguous,side effects,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine,0.3,"Structural alerts for cardiotoxicity (dibenzothiazepine core), high lipophilicity, and potential metabolic instability from sulfur atoms limit developability despite known clinical use."
qwen_smiles_0_1,158,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0158,OXIDOPAMINE,bad,bad medchem,NCCc1cc(O)c(O)cc1O,"5-(2-aminoethyl)benzene-1,2,4-triol",0.75,"Multiple hydroxyl groups on the aromatic ring may raise solubility/stability concerns, but no major toxicophores or synthetic complexity issues are evident."
qwen_smiles_0_1,159,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0159,FORMOTEROL,good,good,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,N-[2-hydroxy-5-[1-hydroxy-2-[1-(4-methoxyphenyl)propan-2-ylamino]ethyl]phenyl]formamide,0.9,"Formoterol shows no major developability concerns; known beta-2 agonist with established clinical use, though beta-agonist liabilities (e.g., cardiovascular effects) may require further safety evaluation."
qwen_smiles_0_1,160,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0160,DIGOXIN,good,good,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",0.2,"High toxicity risk from cardiac glycoside scaffold, poor solubility/permeability due to multiple hydroxyls and large size, and potential instability from lactone ring."
qwen_smiles_0_1,161,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0161,QUETIAPINE,ambiguous,side effects,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,"2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol",0.75,"Contains a thioether (S-aryl) and piperazine ring which may raise stability/toxicity concerns, but overall structure aligns with known antipsychotic drugs suggesting acceptable optimization potential."
qwen_smiles_0_1,162,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0162,PARATHION,bad,bad extreme,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,0.0,"Severe toxicity liabilities from organophosphate insecticide scaffold and nitroaromatic group, with multiple structural alerts for acetylcholinesterase inhibition and mutagenicity."
qwen_smiles_0_1,163,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0163,COLCHICINE,ambiguous,side effects,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide",0.3,"Colchicine contains known toxicophores (e.g., colchicine alkaloid core) and exhibits poor safety profiles, including mitochondrial toxicity and myelosuppression, which severely limit developability despite its historical use."
qwen_smiles_0_1,164,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0164,ITRACONAZOLE,ambiguous,side effects,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,"2-butan-2-yl-4-[4-[4-[4-[[2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",0.85,"Itraconazole shows acceptable drug-likeness with a well-established antifungal scaffold, though the complex structure and chloro substituent may raise mild solubility/toxicity concerns requiring further optimization."
qwen_smiles_0_1,165,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0165,ESCITALOPRAM,good,good,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,0.95,Highly drug-like with no major red flags; nitrile group (C#N) is a minor liability but acceptable in approved drugs like escitalopram.
qwen_smiles_0_1,166,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0166,CLONAZEPAM,ambiguous,addiction,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,"5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",0.6,"Nitro group is a structural alert for potential toxicity, though the molecule has a known clinical profile."
qwen_smiles_0_1,167,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0167,MINOXIDIL,ambiguous,side effects,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],3-hydroxy-2-imino-6-piperidin-1-ylpyrimidin-4-amine,0.7,"Minoxidil contains a nitroso group and guanidine moiety, which may pose reactivity/toxicity risks, but its established clinical use suggests acceptable developability despite these liabilities."
qwen_smiles_0_1,168,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0168,METHYLPHENIDATE,ambiguous,addiction,COC(=O)C(Cc1ccccc1)N1CCCC1,methyl 3-phenyl-2-pyrrolidin-1-ylpropanoate,0.4,"METHYLPHENIDATE contains a reactive ester group and is a controlled substance with inherent abuse potential and cardiovascular safety concerns, despite its known efficacy as a CNS stimulant."
qwen_smiles_0_1,169,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0169,SALMETEROL,good,good,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,2-(hydroxymethyl)-4-[1-hydroxy-2-[6-(4-phenylbutoxy)hexylamino]ethyl]phenol,0.9,"SALMETEROL is a well-known beta-agonist with no major developability concerns, though its long aliphatic chain may pose solubility challenges."
qwen_smiles_0_1,170,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0170,IMIPRAMINE,ambiguous,side effects,CN(C)CCCN1c2ccccc2CCc2ccccc21,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",0.4,"Tricyclic core and high lipophilicity raise concerns for metabolic stability, solubility, and cardiotoxicity liabilities."
qwen_smiles_0_1,171,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0171,PANTOPRAZOLE,good,good,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,"6-(difluoromethoxy)-2-[(3,4-dimethoxy-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",0.5,"Contains a sulfonamide group (potential toxicity) and fluorinated aryl moiety (metabolic liability), though it is a known drug with established clinical use."
qwen_smiles_0_1,172,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0172,DIPHOSGENE,bad,bad extreme,O=C(OC(Cl)Cl)Cl,dichloromethyl carbonochloridate,0.1,"Severe liabilities from reactive carbonyl chloride group, multiple chlorines (toxicophores), poor solubility, and high lipophilicity; structural alerts for mutagenicity and metabolic instability dominate."
qwen_smiles_0_1,173,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0173,METHAMPHETAMINE,ambiguous,addiction,CNC(C)Cc1ccccc1,N-methyl-1-phenylpropan-2-amine,0.1,"METHAMPHETAMINE contains a well-known toxicophore with high abuse potential, severe CNS stimulant liabilities, and no acceptable therapeutic use due to extreme safety concerns."
qwen_smiles_0_1,174,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0174,AMBAZONE,good,good,N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,[4-[2-(diaminomethylidene)hydrazinyl]phenyl]iminothiourea,0.4,"Contains a thiocarbamoyl group (NC(=S)N) and multiple reactive/nitrogen-rich moieties, raising concerns about stability, reactivity, and potential toxicity."
qwen_smiles_0_1,175,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0175,NIMESULIDE,ambiguous,side effects,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,N-(4-nitro-2-phenoxyphenyl)methanesulfonamide,0.3,"Contains a nitroso group ([N+](=O)[O-]) and sulfonamide, both associated with genotoxicity and toxicity risks, which severely limits developability despite reasonable scaffold."
qwen_smiles_0_1,176,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0176,AZITHROMYCIN,good,good,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",0.6,"Macrolide scaffold with large ring and multiple ester groups may pose permeability challenges, but established clinical use suggests acceptable developability despite inherent complexity."
qwen_smiles_0_1,177,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0177,GENTAMICIN,ambiguous,side effects,CC(C)C1OC(CO)C(O)C(O)C1N,"5-amino-2-(hydroxymethyl)-6-propan-2-yloxane-3,4-diol",0.2,"Aminoglycoside core with multiple hydroxyl groups raises toxicity risks (nephrotoxicity/ototoxicity), poor oral bioavailability due to high polarity, and structural complexity penalties."
qwen_smiles_0_1,178,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0178,SPIRONOLACTONE,good,good,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,"S-[(7R,8R,9S,10R,13S,14S,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate",0.85,"Known drug with no major red flags, but high molecular weight and complex stereochemistry may pose synthetic and solubility challenges."
qwen_smiles_0_1,179,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0179,ISOTRETINOIN,ambiguous,side effects,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C(=O)O,"(2E,4E,6E)-3,7,11-trimethyldodeca-2,4,6,10-tetraenoic acid",0.75,"Known retinoid with teratogenic toxicity and a carboxylic acid group that may impact oral bioavailability, but structurally validated as a marketed drug with acceptable developability."
qwen_smiles_0_1,180,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0180,HYDROCORTISONE,good,good,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",0.9,"Hydrocortisone is a well-established steroid with known pharmacology, but its glucocorticoid activity carries inherent safety liabilities (e.g., immunosuppression, metabolic effects) that may limit therapeutic window despite good physicochemical properties."
qwen_smiles_0_1,181,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0181,FOLIC ACID,good,good,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,0.7,"Folic acid shows acceptable drug-likeness despite multiple carboxylic acid groups and complex heterocycles, though its high molecular weight and potential for metabolic instability may limit oral bioavailability."
qwen_smiles_0_1,182,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0182,HYDROQUINONE,bad,bad extreme,Oc1ccc(O)cc1,"benzene-1,4-diol",0.3,"Hydroquinone contains a quinone structure, which is a known toxicophore and reactive electrophile, raising safety concerns despite low synthetic complexity."
qwen_smiles_0_1,183,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0183,ATENOLOL,good,good,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,0.95,"Aténolol shows no major developability concerns, with a stable amide group, acceptable physicochemical profile, and no obvious toxicophores or structural alerts."
qwen_smiles_0_1,184,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0184,PENICILLIN G,good,good,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",0.3,"Penicillin G contains a reactive beta-lactam ring prone to hydrolysis and instability, along with potential allergenic risk, which are major developability liabilities despite its clinical use."
qwen_smiles_0_1,185,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0185,THEOPHYLLINE ANHYDROUS,ambiguous,side effects,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"1,3-dimethyl-7H-purine-2,6-dione",0.9,"Theophylline anhydrous is a well-known drug with no major structural alerts, though its solubility and potential for gastrointestinal irritation may require formulation optimization."
qwen_smiles_0_1,186,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0186,DESLORATADINE,good,good,CN1CCC(CC1)c1ccc(Cl)cc1,4-(4-chlorophenyl)-1-methylpiperidine,0.95,"DESLORATADINE shows no major developability concerns, with a stable structure, favorable physicochemical profile, and no obvious toxicophores or reactive groups."
qwen_smiles_0_1,187,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0187,CHLORPROMAZINE,ambiguous,side effects,CN(C)CCCN1c2ccccc2Sc2ccccc21,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",0.4,Phenothiazine core raises safety concerns and high lipophilicity may impair solubility and permeability.
qwen_smiles_0_1,188,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0188,FENFLURAMINE,bad,bad medchem,CCNC(C)Cc1cccc(C(F)(F)F)c1,N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine,0.7,"Moderate concerns due to trifluoromethyl group (potential metabolic liability) and primary amine (reactivity risk), but no major red flags; acceptable scaffold for further optimization."
qwen_smiles_0_1,189,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0189,ALPRAZOLAM,ambiguous,addiction,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,"8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",0.7,"High lipophilicity and potential for metabolic liability due to aromatic halogenation, though structural alerts are minimal for a known CNS drug."
qwen_smiles_0_1,190,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0190,BENZENE,bad,bad extreme,c1ccccc1,benzene,0.1,"Benzene contains a known carcinogenic toxicophore and exhibits poor aqueous solubility, rendering it unsuitable for drug development despite its structural simplicity."
qwen_smiles_0_1,191,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0191,NILOTINIB,ambiguous,antitumor,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,4-methyl-N-[3-(4-methylimidazol-1-yl)-5-(trifluoromethyl)phenyl]-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]benzamide,0.95,"Nilotinib shows no major structural alerts or instability flags, though the nitrile group may raise metabolic liability concerns."
qwen_smiles_0_1,192,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0192,RANITIDINE,ambiguous,side effects,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,"1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",0.5,"Contains a nitroso group (potential toxicity) and sulfide (instability risks), which are significant liabilities despite being a marketed drug."
qwen_smiles_0_1,193,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0193,DEFERASIROX,good,good,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,"4-[3,5-bis(2-hydroxyphenyl)-1,2,4-triazol-1-yl]benzoic acid",0.9,"Deferasirox is a known drug with no major red flags, though its complex aromatic system and multiple functional groups may pose synthetic or solubility challenges."
qwen_smiles_0_1,194,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0194,BISOPROLOL,good,good,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol,0.95,Bisoprolol shows no major developability concerns; ether linkages and hydroxyl groups are common in oral beta-blockers with established safety profiles.
qwen_smiles_0_1,195,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0195,FUROSEMIDE,good,good,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid,0.6,"Sulfonamide group raises toxicity concerns, but molecule is a known oral diuretic with established therapeutic use."
qwen_smiles_0_1,196,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0196,DIMETHYLFORMAMIDE,bad,bad extreme,CN(C)C=O,"N,N-dimethylformamide",0.3,"Dimethylformamide contains a formamide group with potential hydrolytic instability and known industrial toxicity, though synthetically simple."
qwen_smiles_0_1,197,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0197,ALDICARB,bad,bad extreme,CNC(=O)O/N=C/C(C)(C)SC,[(E)-(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate,0.2,"Thiocarbamate group (SC) and urea-like structure raise concerns for reactivity, instability, and toxicity, with known agricultural herbicide use indicating poor safety profile."
qwen_smiles_0_1,198,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0198,PREGABALIN,ambiguous,addiction,CC(C)CC(N)C(=O)O,2-amino-4-methylpentanoic acid,0.85,"Pregabalin shows good oral developability but contains a primary amine and carboxylic acid, which may pose reactivity or solubility challenges despite its approved status."
qwen_smiles_0_1,199,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0199,AMLODIPINE,good,good,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1Cl,"diethyl 4-(2-chlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",0.75,"Contains a chloroaryl group and ester functionality which may raise metabolic liability concerns, though its established clinical use suggests these risks are managed through optimization."
qwen_smiles_0_1,200,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0200,PHOSGENE,bad,bad extreme,O=C(Cl)Cl,carbonyl dichloride,0.1,"Phosgene contains highly toxic and reactive electrophilic carbonyl chloride groups, posing severe safety risks and rendering it unsuitable for medicinal use."
qwen_smiles_0_1,201,qwen,qwen/qwen3-14b,smiles,0-1,0,1,M0201,BISACODYL,good,good,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,[4-[(4-acetyloxyphenyl)-pyridin-2-ylmethyl]phenyl] acetate,0.5,"Contains a nitrile group (potential toxicity/metabolic liability) and multiple aromatic rings with ester/methoxy substituents, which may impact stability and oral bioavailability despite being a marketed drug."
